pl_name,hostname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_dens,pl_denserr1,pl_denserr2,pl_eqt,pl_eqterr1,pl_eqterr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_insol,pl_insolerr1,pl_insolerr2,st_spectype,st_teff,st_rad,st_mass,st_met,st_age,st_vsin,sy_dist
Kepler-954 b,Kepler-954,16.78176602,1.593e-05,-1.593e-05,0.1202,2.32,0.05,-0.11,5.99,,,2.64,,,545.0,,,0.0,,,21.531,0.407,-0.401,,4990.0,0.76,0.82,0.02,3.39,,215.814
Kepler-1050 b,Kepler-1050,15.3787546,6.915e-05,-6.915e-05,0.12353,1.6,0.48,-0.18,3.19,,,4.28,,,1039.0,,,0.0,,,62.025,1.417,-1.387,,6010.0,1.13,1.09,0.03,3.55,,490.488
Kepler-1136 b,Kepler-1136,2.361724329,3.651e-06,-3.651e-06,0.0299,1.64,0.1,-0.09,3.33,,,4.15,,,922.0,,,0.0,,,150.055,7.418,-7.027,,4512.0,0.68,0.72,0.03,3.24,,491.406
Kepler-1177 b,Kepler-1177,106.247547,0.001822,-0.001822,0.4301,1.9,0.16,-0.12,4.27,,,3.42,,,377.0,,,0.0,,,11.862,0.735,-0.689,,5712.0,0.97,0.98,0.02,4.47,,1299.97
Kepler-1075 b,Kepler-1075,1.52372816,2.705e-06,-2.705e-06,0.0208,1.42,0.16,-0.33,2.6,,,4.99,,,818.0,,,0.0,,,143.968,14.861,-13.703,,3959.0,0.54,0.56,-0.17,2.95,,291.275
Kepler-1186 b,Kepler-1186,16.07677615,7.199e-05,-7.199e-05,0.1281,2.23,0.36,-0.22,5.6,,,2.77,,,724.0,,,0.0,,,85.385,6.066,-5.613,,5635.0,0.93,0.95,0.0,4.47,,1337.25
Kepler-1188 b,Kepler-1188,17.1369543,0.0001214,-0.0001214,0.135,2.08,0.49,-0.22,4.98,,,3.04,,,775.0,,,0.0,,,165.573,14.038,-12.774,,5913.0,1.06,1.04,0.0,4.17,,1717.48
Kepler-1001 b,Kepler-1001,14.30511983,4.34e-05,-4.34e-05,0.11147,3.15,0.34,-0.48,10.1,,,1.78,,,693.0,,,0.0,,,40.853,2.69,-2.504,,5491.0,0.88,0.9,-0.03,4.68,,928.978
Kepler-1277 b,Kepler-1277,40.8365012,0.0004586,-0.0004586,0.21857,1.6,0.29,-0.11,3.19,,,4.28,,,496.0,,,0.0,,,12.11,0.368,-0.355,,5578.0,0.92,0.94,-0.01,5.01,,557.193
Kepler-1276 b,Kepler-1276,12.5720095,0.0001098,-0.0001098,0.10863,1.19,0.2,-0.11,1.81,,,5.9,,,886.0,,,0.0,,,139.77,4.465,-4.329,,6188.0,1.21,1.14,-0.02,3.09,,538.481
Kepler-1323 b,Kepler-1323,0.929906678,7.46e-07,-7.46e-07,0.01911,1.52,0.33,-0.24,2.92,,,4.57,,,2291.0,,,0.0,,,5067.603,135.341,-131.632,,6169.0,1.4,1.18,0.02,3.55,,465.417
Kepler-1322 b,Kepler-1322,0.962867382,2.038e-06,-2.038e-06,0.0183,1.61,0.2,-0.13,3.22,,,4.24,,,1666.0,,,0.0,,,2651.424,346.431,-300.088,,5488.0,0.87,0.9,-0.07,4.47,,1350.32
Kepler-1368 b,Kepler-1368,0.675649486,2.55e-06,-2.55e-06,0.0153,1.65,0.35,-0.17,3.36,,,4.11,,,2085.0,,,0.0,,,4849.257,947.044,-760.2,,5906.0,1.08,1.07,0.1,3.47,,1635.82
Kepler-1236 b,Kepler-1236,31.0571618,0.0002508,-0.0002508,0.1803,2.14,0.18,-0.22,5.22,,,2.93,,,480.0,,,0.0,,,13.571,1.262,-1.139,,5337.0,0.82,0.86,-0.09,4.07,,999.64
Kepler-1280 b,Kepler-1280,66.5579057,0.0007705,-0.0007705,0.33982,1.87,0.83,-0.29,4.16,,,3.5,,,757.0,,,0.0,,,35.293,1.83,-1.729,,6227.0,1.32,1.2,0.04,2.82,,1486.7
Kepler-1279 b,Kepler-1279,23.4774101,0.0002445,-0.0002445,0.1785,1.75,0.88,-0.27,3.71,,,3.8,,,738.0,,,0.0,,,190.851,10.135,-9.555,,6221.0,1.33,1.21,0.06,2.82,,1494.22
Kepler-1281 b,Kepler-1281,3.11602791,1.3e-05,-1.3e-05,0.0415,1.64,0.13,-0.14,3.33,,,4.15,,,1123.0,,,0.0,,,375.55,315.68,-92.68,,5353.0,0.83,0.87,-0.04,4.37,,1090.0
Kepler-1327 b,Kepler-1327,14.88801098,8.768e-05,-8.768e-05,0.11151,1.8,0.58,-0.2,3.89,,,3.67,,,831.0,,,0.0,,,79.9,5.2,-5.2,,5885.0,1.03,1.02,-0.03,4.07,,678.069
Kepler-1325 b,Kepler-1325,33.8786838,0.0002334,-0.0002334,0.2004,2.86,0.4,-0.47,8.55,,,2.01,,,564.0,,,0.0,,,18.153,1.12,-1.047,,5550.0,0.91,0.93,0.01,4.79,,973.368
Kepler-1372 b,Kepler-1372,1.311555568,5.544e-06,-5.544e-06,0.024,1.27,0.44,-0.13,2.15,,,5.77,,,1655.0,,,0.0,,,2176.358,205.965,-184.389,,5677.0,0.97,0.98,0.05,5.01,,1303.22
Kepler-1239 b,Kepler-1239,5.19104016,2.643e-05,-2.643e-05,0.0625,2.9,0.37,-0.31,8.75,,,1.97,,,1183.0,,,0.0,,,462.91,448.36,-152.69,,6564.0,1.57,1.4,0.22,1.62,,2140.6
Kepler-1283 b,Kepler-1283,12.9460978,0.0002185,-0.0002185,0.1062,1.91,0.79,-0.31,4.31,,,3.4,,,764.0,,,0.0,,,80.34,59.91,-22.05,,6175.0,1.25,1.16,0.04,2.88,,2921.99
Kepler-1330 b,Kepler-1330,10.10769068,4.951e-05,-4.951e-05,0.0889,1.65,0.4,-0.13,3.36,,,4.11,,,879.0,,,0.0,,,322.399,28.908,-26.083,,5608.0,0.94,0.97,0.08,4.9,,1720.48
Kepler-1373 b,Kepler-1373,1.29123275,6.458e-06,-6.458e-06,0.02598,1.16,0.54,-0.19,1.65,,,5.81,,,1887.0,,,0.0,,,8385.9,1284.1,-1284.1,,6299.0,1.33,1.22,0.03,2.51,,1699.46
Kepler-1374 b,Kepler-1374,10.65276707,5.294e-05,-5.294e-05,0.0918,2.29,0.2,-0.18,5.86,,,2.68,,,737.0,,,0.0,,,59.789,5.638,-5.076,,5323.0,0.81,0.85,-0.13,4.47,,1078.46
Kepler-1287 b,Kepler-1287,11.47685909,6.466e-05,-6.466e-05,0.0976,1.54,0.22,-0.13,2.99,,,4.5,,,796.0,,,0.0,,,78.156,5.151,-4.793,,5715.0,0.94,0.96,-0.05,4.07,,1003.26
Kepler-1333 b,Kepler-1333,109.6471842,0.0007077,-0.0007077,0.4382,2.81,0.4,-0.25,8.3,,,2.06,,,428.0,,,0.0,,,3.298,0.26,-0.239,,5628.0,0.92,0.94,-0.04,4.57,,932.446
Kepler-1332 b,Kepler-1332,11.87456832,3.749e-05,-3.749e-05,0.09915,1.37,0.09,-0.05,2.45,,,5.24,,,728.0,,,0.0,,,77.559,1.868,-1.821,,5581.0,0.9,0.95,0.0,3.24,,528.685
Kepler-528 b,Kepler-528,19.78297415,6.532e-05,-6.532e-05,0.14219,2.08,0.29,-0.19,4.98,,,3.04,,,708.0,,,0.0,,,68.971,2.122,-2.062,,5807.0,1.06,1.01,0.02,5.5,4.5,784.23
Kepler-1376 b,Kepler-1376,5.30880656,4.525e-05,-4.525e-05,0.0598,1.05,0.21,-0.09,1.16,,,5.51,,,1042.0,,,0.0,,,278.902,12.389,-11.817,,5659.0,0.97,0.98,0.07,4.68,,868.056
Kepler-1289 b,Kepler-1289,7.99019627,5.083e-05,-5.083e-05,0.0785,1.52,0.49,-0.24,2.92,,,4.57,,,1113.0,,,0.0,,,223.442,10.982,-10.413,,6080.0,1.17,1.1,0.02,2.95,,1053.57
Kepler-1335 b,Kepler-1335,6.26406846,2.706e-05,-2.706e-05,0.0615,1.45,0.1,-0.09,2.7,,,4.87,,,809.0,,,0.0,,,80.741,3.583,-3.405,,4903.0,0.74,0.77,-0.07,4.9,,621.853
Kepler-1334 b,Kepler-1334,15.64591713,7.265e-05,-7.265e-05,0.1229,2.29,0.31,-0.18,5.86,,,2.68,,,710.0,,,0.0,,,78.355,5.516,-5.103,,5614.0,0.91,0.94,-0.03,4.27,,1223.04
Kepler-1377 b,Kepler-1377,0.740928422,1.85e-06,-1.85e-06,0.0153,1.25,0.09,-0.08,2.1,,,5.91,,,1873.0,,,0.0,,,2909.21,2097.9,-879.59,,5218.0,0.82,0.86,0.05,5.01,,1146.1
Kepler-1378 b,Kepler-1378,11.95398936,7.99e-05,-7.99e-05,0.0885,2.2,0.71,-0.14,5.48,,,2.83,,,525.0,,,0.0,,,14.867,0.832,-0.78,,4407.0,0.67,0.7,0.03,6.46,,506.434
Kepler-1247 b,Kepler-1247,13.71220213,6.363e-05,-6.363e-05,0.1091,2.33,0.21,-0.16,6.04,,,2.62,,,676.0,,,0.0,,,41.472,4.091,-3.667,,5303.0,0.82,0.86,-0.05,4.68,,1045.92
Kepler-520 b,Kepler-520,19.67416124,5.245e-05,-5.245e-05,0.14628,1.66,0.28,-0.1,3.39,,,4.07,,,711.0,,,0.0,,,59.77,17.78,-10.57,,6112.0,1.09,1.1,-0.03,2.04,,623.901
Kepler-1291 b,Kepler-1291,8.63043276,6.731e-05,-6.731e-05,0.0779,1.66,0.1,-0.18,3.39,,,4.07,,,739.0,,,0.0,,,62.823,5.033,-4.618,,5216.0,0.8,0.84,-0.04,4.9,,897.352
Kepler-1292 b,Kepler-1292,3.27646405,1.548e-05,-1.548e-05,0.0443,1.82,0.29,-0.14,3.97,,,3.62,,,1195.0,,,0.0,,,521.101,83.85,-69.949,,5556.0,0.93,0.95,0.08,4.68,,1493.43
Kepler-1337 b,Kepler-1337,24.4002549,0.0001089,-0.0001089,0.1441,2.41,0.1,-0.44,6.39,,,2.51,,,437.0,,,0.0,,,9.183,0.463,-0.439,,4523.0,0.67,0.7,-0.09,4.27,,601.629
Kepler-1381 b,Kepler-1381,25.3842686,0.0001757,-0.0001757,0.1728,2.25,0.29,-0.19,5.69,,,2.74,,,649.0,,,0.0,,,29.701,2.564,-2.336,,5747.0,0.94,0.96,-0.1,4.07,,1197.04
Kepler-1248 b,Kepler-1248,7.46725407,5.302e-05,-5.302e-05,0.0806,1.18,0.2,-0.11,1.76,,,5.89,,,1035.0,,,0.0,,,271.25,123.26,-53.59,,6149.0,1.21,1.21,0.24,1.51,,593.026
Kepler-1251 b,Kepler-1251,45.0904643,0.000463,-0.000463,0.2478,1.84,0.26,-0.14,4.04,,,3.56,,,487.0,,,0.0,,,13.78,0.869,-0.812,,5545.0,0.89,0.92,-0.04,4.79,,902.204
Kepler-1293 b,Kepler-1293,5.57654784,4.024e-05,-4.024e-05,0.06763,0.97,0.42,-0.15,0.871,,,5.24,,,1183.0,,,0.0,,,929.122,33.955,-32.682,,6241.0,1.28,1.18,0.0,2.82,,1028.16
Kepler-1341 b,Kepler-1341,132.9968322,0.0009243,-0.0009243,0.47267,2.99,0.42,-0.37,9.22,,,1.9,,,241.0,,,0.0,,,1.141,0.031,-0.03,,4662.0,0.72,0.79,0.19,1.82,,476.957
Kepler-1342 b,Kepler-1342,2.215710358,8.123e-06,-8.123e-06,0.0313,1.66,0.22,-0.13,3.39,,,4.07,,,1283.0,,,0.0,,,559.275,42.315,-38.835,,5527.0,0.9,0.93,0.03,4.37,,890.724
Kepler-1388 b,Kepler-1388,12.2854603,8.795e-05,-8.795e-05,0.0882,2.59,0.13,-0.14,7.22,,,2.28,,,434.0,,,0.0,,,17.674,0.913,-0.87,,4098.0,0.61,0.63,0.02,4.47,,453.795
Kepler-1252 b,Kepler-1252,15.0540329,0.0001248,-0.0001248,0.1078,1.67,0.42,-0.23,3.43,,,4.05,,,665.0,,,0.0,,,57.579,2.044,-1.97,,5949.0,1.09,1.06,0.03,3.89,,648.979
Kepler-1253 b,Kepler-1253,68.8861915,0.000527,-0.000527,0.31444,1.33,0.18,-0.18,2.33,,,5.44,,,501.0,,,0.0,,,21.624,0.591,-0.576,,5850.0,1.1,0.97,-0.14,7.08,,514.524
Kepler-1295 b,Kepler-1295,3.81371974,2.278e-05,-2.278e-05,0.0464,1.55,0.2,-0.12,3.02,,,4.46,,,1029.0,,,0.0,,,279.941,31.225,-27.447,,5486.0,0.89,0.92,0.04,4.68,,1174.46
Kepler-1344 b,Kepler-1344,4.7683049,1.895e-05,-1.895e-05,0.05501,1.84,0.5,-0.2,4.04,,,3.56,,,1219.0,,,0.0,,,425.169,15.707,-15.103,,5981.0,1.13,1.09,0.06,3.63,,853.959
Kepler-1343 b,Kepler-1343,3.35183158,1.113e-05,-1.113e-05,0.0449,1.93,0.25,-0.19,4.38,,,3.35,,,1294.0,,,0.0,,,1021.904,133.341,-114.947,,5759.0,0.93,0.95,-0.16,3.98,,1756.71
Kepler-1379 b,Kepler-1379,0.881841146,3.128e-06,-3.128e-06,0.0171,1.3,0.12,-0.09,2.24,,,5.6,,,1564.0,,,0.0,,,1600.049,174.285,-153.691,,5188.0,0.79,0.83,-0.04,5.01,,971.325
Kepler-1382 b,Kepler-1382,16.3583055,0.0001024,-0.0001024,0.14023,1.88,0.39,-0.34,4.19,,,3.47,,,959.0,,,0.0,,,198.471,16.951,-15.196,,6161.0,1.72,1.36,0.3,2.75,,738.261
Kepler-1256 b,Kepler-1256,12.4127754,0.000108,-0.000108,0.10733,1.49,0.44,-0.22,2.83,,,4.7,,,933.0,,,0.0,,,211.549,7.124,-6.863,,6129.0,1.36,1.17,0.05,3.72,,891.192
Kepler-1254 b,Kepler-1254,9.99113313,5.61e-05,-5.61e-05,0.0833,1.55,0.09,-0.12,3.02,,,4.46,,,660.0,,,0.0,,,33.978,1.6,-1.53,,4985.0,0.75,0.78,-0.1,5.62,,622.818
Kepler-1347 b,Kepler-1347,14.00947528,7.001e-05,-7.001e-05,0.104,1.03,0.06,-0.05,1.08,,,5.43,,,617.0,,,0.0,,,34.32,6.88,-6.32,,5193.0,0.79,0.82,-0.11,5.62,,321.0
Kepler-1346 b,Kepler-1346,3.40165668,1.161e-05,-1.161e-05,0.044,1.58,0.56,-0.21,3.12,,,4.35,,,1236.0,,,0.0,,,545.575,25.376,-24.108,,6133.0,1.21,1.14,0.04,3.09,,843.701
Kepler-1386 b,Kepler-1386,6.73972381,7.022e-05,-7.022e-05,0.068,1.24,0.38,-0.13,2.07,,,5.97,,,1011.0,,,0.0,,,196.533,7.086,-6.835,,5733.0,1.03,1.02,0.11,5.01,6.6,835.882
Kepler-1259 b,Kepler-1259,0.663085258,8.74e-07,-8.74e-07,0.0141,1.43,0.07,-0.1,2.63,,,4.94,,,1681.0,,,0.0,,,2460.582,127.929,-121.41,,5053.0,0.77,0.8,-0.07,5.25,,805.562
Kepler-1257 b,Kepler-1257,2.668313762,9.861e-06,-9.861e-06,0.0376,1.52,0.18,-0.12,2.92,,,4.57,,,1252.0,,,0.0,,,546.908,50.891,-45.798,,5502.0,0.87,0.9,-0.09,4.37,,1105.95
Kepler-616 c,Kepler-616,90.4113556,0.0004522,-0.0004522,0.4024,3.41,0.57,-0.3,11.5,,,1.59,,,413.0,,,0.0,,,6.86,6.37,-2.04,,5753.0,0.97,0.98,-0.02,3.89,,945.775
Kepler-1300 b,Kepler-1300,22.2419092,0.0002454,-0.0002454,0.16005,1.37,0.3,-0.31,2.45,,,5.24,,,954.0,,,0.0,,,149.409,6.216,-5.936,,6130.0,1.79,1.29,0.05,3.55,,777.025
Kepler-1350 b,Kepler-1350,4.4968604,1.273e-05,-1.273e-05,0.0413,2.52,0.16,-0.25,6.9,,,2.37,,,535.0,,,0.0,,,27.176,4.408,-3.892,,3827.0,0.53,0.55,-0.06,4.57,,340.691
Kepler-1351 b,Kepler-1351,0.916140768,1.919e-06,-1.919e-06,0.0156,0.65,0.05,-0.04,0.208,,,4.16,,,1212.0,,,0.0,,,421.965,6.213,-6.118,,4439.0,0.67,0.7,-0.03,4.17,,202.782
Kepler-516 b,Kepler-516,24.85462415,2.819e-05,-2.819e-05,0.1992,5.74,1.43,-1.16,27.9,,,0.811,,,1095.0,,,0.0,,,174.58,7.527,-7.172,,7099.0,2.02,1.62,0.01,1.32,,687.094
Kepler-1217 b,Kepler-1217,2.032325072,6.459e-06,-6.459e-06,0.0326,1.99,0.48,-0.19,4.62,,,3.22,,,1542.0,,,0.0,,,1302.948,135.54,-120.2,,5905.0,1.08,1.06,0.07,3.8,,1347.71
Kepler-1218 b,Kepler-1218,22.9221266,0.0002337,-0.0002337,0.15698,1.44,0.15,-0.14,2.67,,,4.91,,,684.0,,,0.0,,,84.83,3.026,-2.912,,5986.0,1.1,1.06,-0.02,3.8,,840.503
Kepler-1261 b,Kepler-1261,48.4308991,0.0003144,-0.0003144,0.239,2.26,0.14,-0.14,5.73,,,2.73,,,396.0,,,0.0,,,4.744,0.299,-0.281,,5006.0,0.77,0.82,0.03,4.47,,744.294
Kepler-1263 b,Kepler-1263,4.55139967,2.128e-05,-2.128e-05,0.0499,1.14,0.28,-0.12,1.55,,,5.75,,,907.0,,,0.0,,,144.813,5.503,-5.276,,5213.0,0.8,0.84,-0.03,4.9,,664.83
Kepler-1303 b,Kepler-1303,7.56127224,4.12e-05,-4.12e-05,0.0751,1.42,0.35,-0.14,2.6,,,4.99,,,891.0,,,0.0,,,182.375,10.741,-10.079,,5771.0,1.0,1.01,0.04,4.47,,897.783
Kepler-1305 b,Kepler-1305,13.5630972,0.0001385,-0.0001385,0.1109,1.88,0.35,-0.19,4.19,,,3.47,,,733.0,,,0.0,,,103.51,13.42,-11.58,,5701.0,0.96,0.97,0.01,4.37,,1575.23
Kepler-521 b,Kepler-521,22.20813214,4.013e-05,-4.013e-05,0.17116,3.18,0.31,-0.23,10.2,,,1.74,,,803.0,,,0.0,,,160.612,6.716,-6.41,,6406.0,1.46,1.34,0.25,1.78,,830.638
Kepler-1219 b,Kepler-1219,16.10467749,8.828e-05,-8.828e-05,0.14146,2.12,0.56,-0.45,5.14,,,2.96,,,1159.0,,,0.0,,,430.691,33.302,-30.899,,5944.0,1.94,1.25,0.05,4.37,,880.895
Kepler-1220 b,Kepler-1220,7.42693741,4.187e-05,-4.187e-05,0.0734,1.52,0.33,-0.19,2.92,,,4.57,,,899.0,,,0.0,,,177.842,14.026,-12.795,,5842.0,0.99,1.0,-0.04,3.63,,961.907
Kepler-1264 b,Kepler-1264,0.968526023,2.333e-06,-2.333e-06,0.01839,1.18,0.22,-0.12,1.76,,,5.89,,,1677.0,,,0.0,,,2367.804,166.016,-152.943,,5791.0,0.98,0.99,-0.02,4.17,,801.993
Kepler-1265 b,Kepler-1265,6.49441289,2.951e-05,-2.951e-05,0.0612,1.35,0.07,-0.13,2.39,,,5.34,,,732.0,,,0.0,,,58.15,2.843,-2.686,,4630.0,0.69,0.71,-0.1,5.25,,583.641
Kepler-1223 b,Kepler-1223,16.301259,0.000103,-0.000103,0.1186,1.22,0.06,-0.08,1.98,,,5.99,,,557.0,,,0.0,,,20.51,0.58,-0.567,,4870.0,0.75,0.8,0.04,3.63,,459.957
Kepler-1224 b,Kepler-1224,13.32351601,7.281e-05,-7.281e-05,0.11625,1.33,0.12,-0.08,2.33,,,5.44,,,872.0,,,0.0,,,132.663,4.779,-4.611,,6155.0,1.22,1.18,0.14,2.34,,559.598
Kepler-1268 b,Kepler-1268,40.9903986,0.0004806,-0.0004806,0.2383,2.03,0.67,-0.23,4.78,,,3.14,,,627.0,,,0.0,,,40.652,4.284,-3.78,,5904.0,1.09,1.06,0.05,4.27,,1840.77
Kepler-1266 b,Kepler-1266,28.474748,0.0002045,-0.0002045,0.16431,2.58,0.13,-0.46,7.18,,,2.3,,,489.0,,,0.0,,,10.313,0.783,-0.719,,5044.0,0.76,0.8,-0.07,5.13,,849.312
Kepler-1309 b,Kepler-1309,28.8432647,0.0002652,-0.0002652,0.1679,2.37,0.2,-0.2,6.21,,,2.56,,,491.0,,,0.0,,,13.77,5.6,-4.15,,5235.0,0.8,0.85,-0.03,4.27,,845.0
Kepler-517 b,Kepler-517,60.92832271,7.053e-05,-7.053e-05,0.28682,2.67,0.32,-0.22,7.61,,,2.2,,,467.0,,,0.0,,,10.555,0.233,-0.228,,5690.0,0.98,0.95,-0.06,6.31,,289.907
Kepler-1358 b,Kepler-1358,7.06317341,2.9e-05,-2.9e-05,0.0656,1.12,0.07,-0.1,1.46,,,5.71,,,827.0,,,0.0,,,98.834,3.538,-3.43,,5181.0,0.79,0.82,-0.08,5.13,,546.998
Kepler-1359 b,Kepler-1359,59.4970952,0.0005052,-0.0005052,0.26657,2.83,0.45,-0.32,8.4,,,2.04,,,369.0,,,0.0,,,2.451,0.138,-0.13,,4709.0,0.72,0.78,0.11,2.34,,614.859
Kepler-1225 b,Kepler-1225,7.01075434,2.753e-05,-2.753e-05,0.0771,1.82,0.61,-0.24,3.97,,,3.62,,,1453.0,,,0.0,,,324.282,22.283,-20.637,,6140.0,1.19,1.13,0.01,3.02,,1347.52
Kepler-1270 b,Kepler-1270,6.03356196,6.551e-05,-6.551e-05,0.07045,3.32,0.3,-0.65,11.0,,,1.65,,,1598.0,,,0.0,,,1217.395,42.34,-40.929,,5047.0,3.38,1.28,-0.02,4.37,,1095.05
Kepler-1314 b,Kepler-1314,5.424749281,3.966e-06,-3.966e-06,0.0504,5.11,0.19,-0.19,22.9,,,0.943,,,625.0,,,0.0,,,36.05,11.41,-12.31,,4188.0,0.59,0.6,-0.22,6.03,,141.98685057
Kepler-1362 b,Kepler-1362,136.205626,0.001278,-0.001278,0.4626,2.6,0.12,-0.19,7.27,,,2.27,,,248.0,,,0.0,,,1.011,0.063,-0.059,,4857.0,0.74,0.8,0.06,3.09,,731.298
Kepler-1363 b,Kepler-1363,2.94194094,1.171e-05,-1.171e-05,0.0363,1.25,0.09,-0.08,2.1,,,5.91,,,988.0,,,0.0,,,191.919,7.837,-7.567,,4839.0,0.72,0.76,-0.09,4.17,,541.714
Kepler-1227 b,Kepler-1227,94.2887577,0.0005873,-0.0005873,0.38555,2.29,0.52,-0.23,5.86,,,2.68,,,369.0,,,0.0,,,4.179,0.125,-0.121,,5747.0,0.95,0.97,-0.04,4.17,,623.706
Kepler-1228 b,Kepler-1228,0.577369579,4.09e-07,-4.09e-07,0.01186,1.54,0.11,-0.14,2.99,,,4.5,,,1757.0,,,0.0,,,1598.664,50.613,-48.925,,5063.0,0.74,0.78,-0.18,5.13,,515.453
Kepler-1316 b,Kepler-1316,87.9732136,0.0005231,-0.0005231,0.39765,3.54,0.55,-0.38,12.3,,,1.52,,,446.0,,,0.0,,,10.714,0.377,-0.363,,5884.0,1.12,1.04,0.03,5.13,,800.871
Kepler-1318 b,Kepler-1318,213.257663,0.001051,-0.001051,0.6085,3.11,0.17,-0.15,9.85,,,1.8,,,202.0,,,0.0,,,0.492,0.023,-0.022,,4598.0,0.7,0.73,-0.01,4.57,,475.248
Kepler-1364 b,Kepler-1364,13.32196237,8.114e-05,-8.114e-05,0.1284,2.15,0.8,-0.39,5.27,,,2.91,,,1299.0,,,0.0,,,672.06,413.33,-368.97,,6805.0,1.79,1.49,0.04,1.58,,1056.9
Kepler-1366 b,Kepler-1366,2.164570968,6.832e-06,-6.832e-06,0.0273,1.43,0.1,-0.1,2.63,,,4.94,,,783.0,,,0.0,,,134.981,14.155,-12.979,,4070.0,0.6,0.62,-0.02,3.98,,465.826
Kepler-1231 b,Kepler-1231,10.41725184,6.556e-05,-6.556e-05,0.0914,1.42,0.3,-0.12,2.6,,,4.99,,,870.0,,,0.0,,,117.515,5.607,-5.327,,5778.0,1.0,1.01,0.06,4.17,,987.237
Kepler-523 b,Kepler-523,5.835983111,4.655e-06,-4.655e-06,0.06159,1.96,0.08,-0.06,4.5,,,3.28,,,884.0,,,0.0,,,149.135,3.02,-2.975,,5515.0,0.86,0.93,-0.03,2.45,,253.295
Kepler-1274 b,Kepler-1274,6.98152703,6.708e-05,-6.708e-05,0.08161,1.42,0.1,-0.1,2.6,,,4.99,,,1384.0,,,0.0,,,975.81,38.782,-37.177,,6179.0,2.17,1.45,0.11,2.88,,614.648
Kepler-1367 b,Kepler-1367,1.574090272,5.238e-06,-5.238e-06,0.0236,0.92,0.07,-0.08,0.721,,,5.09,,,998.0,,,0.0,,,225.233,7.305,-7.067,,4106.0,0.6,0.62,-0.06,3.89,,401.484
Kepler-1235 b,Kepler-1235,4.16055856,2.789e-05,-2.789e-05,0.04836,0.79,0.12,-0.06,0.418,,,4.66,,,985.0,,,0.0,,,265.325,7.12,-6.982,,5541.0,0.9,0.93,0.01,4.57,,540.604
Kepler-1424 b,Kepler-1424,29.6091744,0.0003002,-0.0003002,0.19068,1.16,0.16,-0.12,1.65,,,5.81,,,629.0,,,0.0,,,58.6,11.6,-11.6,,5838.0,1.07,1.02,0.01,5.25,,661.421
Kepler-1426 b,Kepler-1426,14.2563227,0.000194,-0.000194,0.1187,1.56,0.33,-0.17,3.05,,,4.41,,,797.0,,,0.0,,,95.22,93.35,-30.89,,5831.0,1.02,1.02,0.03,4.07,,1697.81
Kepler-556 b,Kepler-556,11.72292176,2.381e-05,-2.381e-05,0.09833,2.24,0.2,-0.12,5.65,,,2.76,,,766.0,,,0.0,,,81.641,2.861,-2.767,,5740.0,0.98,1.0,0.03,4.17,,674.598
Kepler-1586 b,Kepler-1586,15.6049212,0.0001365,-0.0001365,0.12208,1.52,0.65,-0.34,2.92,,,4.57,,,1013.0,,,0.0,,,105.771,2.626,-2.551,,6681.0,1.75,1.45,0.06,1.7,,552.55
Kepler-770 d,Kepler-770,4.15244722,1.685e-05,-1.685e-05,0.0616,1.4,0.19,-0.11,2.54,,,5.09,,,1941.0,,,0.0,,,209.752,10.103,-9.585,,5598.0,0.92,0.94,-0.01,4.57,,930.457
Kepler-783 b,Kepler-783,4.29264638,3.429e-05,-3.429e-05,0.04958,0.78,0.04,-0.08,0.399,,,4.62,,,991.0,,,0.0,,,229.104,5.523,-5.402,,5521.0,0.89,0.93,0.01,3.89,,516.09
Kepler-1427 b,Kepler-1427,0.968972376,6.771e-06,-6.771e-06,0.0197,1.1,0.24,-0.12,1.37,,,5.66,,,1844.0,,,0.0,,,2730.51,2661.93,-839.19,,5793.0,1.01,1.01,0.06,4.07,,1220.0
Kepler-1428 b,Kepler-1428,10.67607169,6.093e-05,-6.093e-05,0.11051,1.64,0.14,-0.1,3.33,,,4.15,,,1049.0,,,0.0,,,817.579,46.164,-43.373,,6184.0,1.36,1.28,0.35,2.04,,1530.32
Kepler-541 b,Kepler-541,5.08005848,1.338e-05,-1.338e-05,0.06447,3.36,0.58,-0.56,11.2,,,1.62,,,1673.0,,,0.0,,,1452.904,55.389,-53.059,,6166.0,2.06,1.41,0.07,3.09,,1060.68
Kepler-1165 b,Kepler-1165,9.478522,5.909e-05,-5.909e-05,0.0914,1.55,0.5,-0.19,3.02,,,4.46,,,946.0,,,0.0,,,464.773,32.379,-29.898,,6080.0,1.18,1.13,0.05,3.24,,1575.2
Kepler-1553 b,Kepler-1553,4.24261881,2.781e-05,-2.781e-05,0.0481,1.15,0.1,-0.09,1.6,,,5.78,,,926.0,,,0.0,,,166.106,7.789,-7.42,,5288.0,0.81,0.85,-0.09,4.57,,692.594
Kepler-1588 b,Kepler-1588,7.84931739,9.456e-05,-9.456e-05,0.07419,0.76,0.11,-0.07,0.363,,,4.54,,,925.0,,,0.0,,,359.79,15.722,-15.023,,5817.0,0.99,0.96,-0.14,5.5,,924.141
