pl_name,hostname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_dens,pl_denserr1,pl_denserr2,pl_eqt,pl_eqterr1,pl_eqterr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_insol,pl_insolerr1,pl_insolerr2,st_spectype,st_teff,st_rad,st_mass,st_met,st_age,st_vsin,sy_dist
HD 136352 d,HD 136352,107.245,0.05,-0.05,0.425,2.562,0.088,-0.079,8.82,0.93,-0.92,2.878108,0.430062,-0.39698,431.0,7.0,-7.0,0.0,,,5.74,0.38,-0.35,G4 V,5664.0,1.058,0.87,-0.24,12.3,1.0,14.682
HD 221287 b,HD 221287,456.1,7.7,-5.8,1.25,13.1,,,982.05,251.08,-251.08,2.4,,,,,,0.08,0.17,-0.05,,,,F7 V,6304.0,1.13864,1.25,-0.03,1.3,3.92,55.9231
HD 33564 b,HD 33564,388.0,3.0,-3.0,1.1,12.5,,,2892.1,,,8.14,,,,,,0.34,0.02,-0.02,,,,F6 V,6250.0,1.4367,1.25,-0.12,3.0,12.0,20.9531
HD 189733 b,HD 189733,2.21857567,1.5e-07,-1.5e-07,0.03126,12.66617,0.11209,-0.11209,359.1479,25.4264,-25.4264,0.943,0.024,-0.024,1209.0,11.0,-11.0,0.0,,,356.0,13.0,-12.0,K2 V,5052.0,0.75,0.79,-0.02,1.4,3.5,19.7638
OGLE2-TR-L9 b,OGLE2-TR-L9,2.4855335,7e-07,-7e-07,0.0308,18.046,0.448,-0.448,1430.175,476.725,-476.725,1.25,0.43,-0.43,2034.0,22.0,-22.0,,,,4135.3642,,,,6933.0,1.53,1.52,-0.05,1.0,39.33,1627.63
Kepler-4 b,Kepler-4,3.21346,0.00022,-0.00022,0.0456,4.002,0.213,-0.213,24.472,3.814,-3.814,1.91,0.36,-0.47,1650.0,200.0,-200.0,0.0,,,1245.431,40.095,-38.682,,5857.0,1.487,1.223,0.17,4.5,2.2,487.916
WASP-38 b,WASP-38,6.87188,1e-05,-1e-05,0.07522,13.78707,0.67254,-0.67254,1093.3352,114.4188,-114.4188,2.3,0.1,-0.1,1250.0,,,0.03,0.0,0.0,,,,F8 V,6180.0,1.52,1.76,-0.02,3.29,7.5,136.24
HAT-P-13 c,HAT-P-13,446.27,0.22,-0.22,1.258,12.3,,,4538.421,88.989,-88.989,13.4,,,340.0,9.0,-9.0,0.6616,0.0054,-0.0054,,,,G4,5653.0,1.756,1.32,0.46,5.0,1.66,246.81
Kepler-18 d,Kepler-18,14.85888,4e-05,-4e-05,0.1172,6.98,0.33,-0.33,16.4,1.4,-1.4,0.27,0.03,-0.03,720.0,,,0.0,,,51.922,1.287,-1.252,,5345.0,1.108,0.972,0.19,10.0,4.0,433.047
HAT-P-37 b,HAT-P-37,2.797436,7e-06,-7e-06,0.0379,13.204,0.863,-0.863,371.528,32.735,-32.735,0.89,0.19,-0.19,1271.0,47.0,-47.0,0.058,0.038,-0.038,412.3914,,,,5500.0,0.877,0.929,0.03,3.6,3.07,390.594
HD 129445 b,HD 129445,1840.0,55.0,-55.0,2.9,13.3,,,797.74930157,349.6112477,-171.62733978,1.86,,,,,,0.7,0.1,-0.1,,,,G6 V,5646.0,1.175816,0.99,0.25,,3.0,67.4386
Kepler-419 c,Kepler-419,675.47,0.11,-0.11,1.68,12.6,,,2320.1,127.1,-127.1,6.37,,,,,,0.184,0.002,-0.002,,,,,6430.0,1.74,1.39,0.176,2.14,14.41,1011.36
HD 70573 b,HD 70573,851.8,11.6,-11.6,1.76,12.8,,,1900.0,130.0,-130.0,4.98,,,,,,0.4,0.1,-0.1,,,,G1-1.5 V,5737.0,0.976919,1.0,-0.18,0.102,14.7,59.182
HD 47536 b,HD 47536,712.13,0.31,-0.31,1.93,12.6,,,2330.0,750.0,-750.0,6.4,,,,,,0.2,0.08,-0.08,,,,K1 III,4380.0,23.47,2.1,-0.65,10.15,1.93,122.536
WASP-67 b,WASP-67,4.61442,1e-05,-1e-05,0.05179,12.89035,1.23299,-1.23299,136.6669,28.6047,-28.6047,0.388,0.048,-0.048,1003.0,20.0,-20.0,0.0,,,188.1062,,,,5200.0,0.88,0.91,-0.07,12.6,2.1,189.469
CoRoT-14 b,CoRoT-14,1.51214,0.00013,-0.00013,0.027,12.22,0.78,-0.78,2415.4,190.7,-190.7,7.3,1.5,-1.5,1952.0,66.0,-66.0,0.0,,,,,,F9 V,6035.0,1.21,1.13,0.05,4.2,9.0,1744.6
HD 102365 b,HD 102365,122.1,0.3,-0.3,0.46,4.14,,,16.0,2.6,-2.6,1.24,,,,,,0.34,0.14,-0.14,,,,G3/5V,5630.0,0.95138,0.85,-0.26,9.0,0.7,9.2894
MOA-2008-BLG-310L b,MOA-2008-BLG-310L,,,,1.1,5.18,,,23.4,17.0,-17.0,0.925,,,,,,,,,,,,,,,0.21,,,,7700.0
Kepler-419 b,Kepler-419,69.7546,0.0007,-0.0009,0.37,10.8,1.4,-1.3,794.5,95.3,-95.3,3.5,2.3,-1.4,613.0,,,0.833,0.013,-0.013,37.416,1.99,-1.866,,6430.0,1.74,1.39,0.176,2.14,14.41,1011.36
HD 24040 b,HD 24040,3668.0,170.0,-170.0,4.92,12.9,,,1589.142035,114.41822652,-82.63538582,4.07,,,,,,0.04,0.06,-0.06,,,,G0 V,5802.0,1.3,1.11,0.19,6.68,2.39,46.6224
HD 11964 c,HD 11964,37.91,0.041,-0.041,0.229,5.38,,,25.0,3.1,-3.1,0.882,,,,,,0.3,0.17,-0.17,,,,G9 V CN+1,5303.0,2.00971,0.91,0.1,7.45,2.74,33.5369
CoRoT-6 b,CoRoT-6,8.886593,4e-06,-4e-06,0.0855,13.068,0.392,-0.392,940.74,108.06,-108.06,2.32,0.31,-0.31,1017.0,19.0,-19.0,0.1,,,,,,F9 V,6090.0,1.025,1.05,-0.2,2.5,7.6,645.294
WASP-31 b,WASP-31,3.4059096,5e-06,-5e-06,0.04659,17.363,0.56,-0.56,151.916,9.217,-9.217,0.172,0.019,-0.019,1423.7,,,0.0,,,970.9417,,,,6302.0,1.252,1.163,-0.2,1.0,7.9,383.829
HD 108236 f,HD 108236,29.54115,0.00033,-0.00042,0.1758,2.017,0.052,-0.057,4.72,,,3.16,,,,,,0.051,0.036,-0.034,,,,G3 V,5660.0,0.877,0.869,-0.28,6.7,4.7,64.5978
Kepler-59 c,Kepler-59,17.9801235,0.0003,-0.0003,0.13114,1.98,,,3.81,2.64,-0.98,1.62,1.14,-0.45,752.0,,,0.0,,,107.741,4.738,-4.531,,6074.0,0.94,1.04,-0.2,0.26,,1163.22
Kepler-58 c,Kepler-58,15.5741568,0.00027,-0.00027,0.12307,2.86,,,53.0,,,10.0,4.0,-4.9,799.0,,,0.0,,,64.389,3.837,-3.583,,5843.0,1.03,0.95,0.1,2.14,,969.252
HD 154857 c,HD 154857,3452.0,105.0,-105.0,5.36,13.2,,,819.97,50.85,-50.85,1.96,,,,,,0.06,0.05,-0.05,,,,G5 V,5605.0,1.76,1.718,-0.2,5.64,1.4,63.4482
KOI-217 b,KOI-217,3.90512,5e-05,-5e-05,0.0477,12.442,0.224,-0.224,,,,,,,1046.0,,,0.0,,,272.033,14.71,-13.824,,5545.0,0.86,0.95,0.12,1.7,,914.699
Kepler-51 c,Kepler-51,85.312,0.003,-0.002,0.384,9.0,2.8,-1.7,4.0,0.4,-0.4,0.03,0.02,-0.03,439.0,9.0,-9.0,0.014,0.013,-0.009,4.331,0.214,-0.202,,6018.0,0.94,1.04,0.05,0.3,,783.831
BD-210397 c,BD-210397,6240.0,151.0,-156.0,5.9,12.9,,,1525.5763536,190.6970442,-190.6970442,3.91,,,,,,0.43,0.05,-0.05,0.0039,0.0045,-0.0007,K7 V,4051.0,0.747,0.69,0.12,4.0,3.2,23.7324
Kepler-62 c,Kepler-62,12.4417,0.0001,-0.0001,0.0929,0.54,0.03,-0.03,4.0,,,,,,578.0,31.0,-31.0,0.0,,,28.489,0.6,-0.59,K2 V,4925.0,0.64,0.69,-0.37,7.0,0.4,300.874
Kepler-62 b,Kepler-62,5.714932,9e-06,-9e-06,0.0553,1.31,0.04,-0.04,9.0,,,,,,750.0,41.0,-41.0,0.0,,,80.326,1.692,-1.664,K2 V,4925.0,0.64,0.69,-0.37,7.0,0.4,300.874
CHXR 73 b,CHXR 73,,,,210.0,12.3,,,3994.486,2662.991,-1664.369,11.8,,,,,,,,,,,,M3.5,3099.0,,0.35,,0.002,,190.374
FU Tau b,FU Tau,,,,800.0,12.2,,,5085.28,,,15.4,,,2375.0,,,,,,,,,M7.25,2838.0,,0.05,,0.001,,133.4950466
GJ 667 C b,GJ 667 C,7.203,0.0019,-0.0019,0.050431,2.25,,,5.68,0.23,-0.23,2.74,,,,,,0.2,0.1,-0.1,,,,M1.5 V,3350.0,,0.33,-0.55,2.0,,7.24396
HD 168443 c,HD 168443,1753.1096,0.77149,-0.72042,2.842,12.2,,,5500.33841154,810.46243785,-287.95253674,16.6,,,,,,0.21,0.002,-0.003,,,,G5,5491.0,1.711479,0.98,0.04,11.08,2.2,39.6245
Kepler-59 b,Kepler-59,11.8681707,0.00036,-0.00036,0.09943,1.1,,,4.1,2.8,-1.0,8.7,6.0,-2.6,864.0,,,0.0,,,187.51,8.245,-7.885,,6074.0,0.94,1.04,-0.2,0.26,,1163.22
Kepler-53 b,Kepler-53,18.6489525,0.00016,-0.00016,0.1361,2.89,,,111.0,,,1.18,0.44,-0.38,701.0,,,0.0,,,60.997,6.692,-5.895,,5858.0,0.89,0.98,0.0,0.3,,1366.07
HD 82943 c,HD 82943,220.078,0.051,-0.051,0.74345,13.4,,,622.603,14.937,-14.937,1.42,,,,,,0.3663,0.0097,-0.0097,,,,G2/3V,5935.0,1.1826,1.08,0.26,2.35,1.7,27.5902
HD 82943 b,HD 82943,441.47,0.35,-0.35,1.18306,13.5,,,534.25,8.899,-8.899,1.19,,,,,,0.162,0.036,-0.036,,,,G2/3V,5935.0,1.1826,1.08,0.26,2.35,1.7,27.5902
UZ For b,UZ For,5840.0,1095.0,-1095.0,5.9,,,,2002.2,476.7,-476.7,,,,,,,0.04,0.05,-0.05,,,,,5286.9,,0.7,,,,239.60387482
Kepler-69 b,Kepler-69,13.722341,3.5e-05,-3.6e-05,0.094,2.24,0.44,-0.29,5.65,,,2.76,,,779.0,50.0,-51.0,0.16,0.17,-0.001,123.517,4.038,-3.897,G4 V,5638.0,0.93,0.81,-0.29,13.18,,730.625
HIP 5158 c,HIP 5158,9017.76,3180.74,-3180.74,7.7,12.2,,,4780.1632,3353.1065,-3353.1065,14.5,,,,,,0.14,0.1,-0.1,,,,,4813.0,0.754089,0.78,0.17,6.0,,51.6026
HU Aqr AB b,HU Aqr,2390.0,4.0,-4.0,3.6,12.8,,,1875.197,190.698,-190.698,4.91,,,,,,0.0,,,,,,,5952.0,,0.88,,,,192.19807871
Kepler-37 e,Kepler-37,51.196,,,0.25,0.37,0.18,-0.18,8.1,1.7,-1.7,879.0,,,401.0,,,0.0,,,,,,,5288.0,0.772,0.8,-0.25,3.8,1.1,63.9207
Kepler-65 d,Kepler-65,8.13123,2e-05,-2e-05,0.084,1.52,0.04,-0.04,4.14,0.79,-0.8,5.7,1.2,-1.2,1117.0,,,0.014,0.016,-0.01,394.549,9.351,-9.133,,6211.0,1.41,1.25,0.17,2.9,10.4,303.728
Kepler-52 c,Kepler-52,16.3850021,0.00014,-0.00014,0.10379,1.84,,,45.4,,,20.0,5.2,-4.3,433.0,,,0.012,0.018,-0.009,8.55,0.25,-0.243,M0 V,4075.0,0.52,0.54,0.0,1.01,,321.542
Kepler-55 b,Kepler-55,27.9481449,0.00024,-0.00024,0.1593,2.43,,,43.0,37.2,-18.0,16.5,,,400.0,,,0.0,,,6.642,0.378,-0.358,,4362.0,0.58,0.62,-0.01,2.34,,578.796
UZ For c,UZ For,1916.25,91.25,-91.25,2.8,,,,2447.2,381.4,-381.4,,,,,,,0.05,0.05,-0.05,,,,,5286.9,,0.7,,,,239.60387482
Kepler-413 b,Kepler-413,66.262,0.024,-0.021,0.3553,4.347,0.099,-0.099,67.0,22.0,-21.0,3.2,1.0,-1.0,,,,0.1181,0.0018,-0.0017,,,,,4700.0,0.7761,0.82,-0.2,,5.0,847.536
WASP-14 b,WASP-14,2.24375,1e-05,-1e-05,0.037,15.46842,0.89672,-0.89672,2809.6172,444.962,-444.962,2.25,0.33,-0.33,1872.0,29.0,-29.0,0.09,0.0,0.0,1356.33,,,,6475.0,1.4,1.62,0.0,0.75,4.9,161.997
HAT-P-2 b,HAT-P-2,5.6335158,3.6e-06,-3.6e-06,0.06814,10.659759,0.437151,-0.594077,2866.81223114,31.7828407,-31.7828407,7.29,1.12,-1.12,1540.0,30.0,-30.0,0.5172,0.0019,-0.0019,588.518,,,F8,6380.0,1.39,1.33,0.18,1.44,20.8,127.774
HAT-P-42 b,HAT-P-42,4.641878,3.2e-05,-3.2e-05,0.0575,14.348,1.715,-1.715,331.801,26.379,-26.379,0.61,0.34,-0.15,1428.0,60.0,-60.0,0.0,,,684.0973,,,,5743.0,1.53,1.178,0.27,5.2,3.5,405.238
WASP-59 b,WASP-59,7.919585,1e-05,-1e-05,0.0697,8.687,0.762,-0.762,274.276,14.302,-14.302,2.4,0.7,-0.7,670.0,35.0,-35.0,0.1,0.042,-0.042,38.0328,,,K5 V,4650.0,0.613,0.719,-0.15,0.5,2.3,115.936
HAT-P-39 b,HAT-P-39,3.54387,5e-06,-5e-06,0.0509,17.609,1.211,-0.908,190.372,31.464,-31.464,0.19,0.04,-0.04,1752.0,43.0,-43.0,0.0,,,1915.6934,,,,6430.0,1.625,1.404,0.19,2.0,12.7,697.004
alf Ari b,alf Ari,380.8,0.3,-0.3,1.2,13.4,,,572.07,63.563,-63.563,1.31,,,,,,0.25,0.03,-0.03,,,,K2III,4553.0,13.9,1.5,-0.09,,3.1,20.21019
KOI-55 b,KOI-55,0.240104,4e-06,-4e-06,0.006,0.759,,,0.44,,,5.53,,,,,,,,,,,,B,27730.0,0.203,0.496,-0.106,,,1231.02
GJ 536 b,GJ 536,8.70874,0.00056,-0.00056,0.0668,2.41,,,6.37,0.38,-0.38,2.5,,,451.0,15.0,-15.0,0.0,,,9.9,0.41,-0.41,M1 V,3641.0,0.529,0.528,-0.08,4.2,1.2,10.4092
WTS-2 b,WTS-2,1.0187068,6.5e-07,-6.5e-07,0.01855,15.277867,0.683749,-0.683749,355.9696,50.8528,-50.8528,0.54,0.11,-0.11,2000.0,100.0,-100.0,0.0,,,2544.6509,,,K2 V,5000.0,0.752,0.82,0.2,0.6,2.2,1030.76834437
KELT-6 c,KELT-6,1276.0,81.0,-67.0,2.39,13.0,,,1179.1493,66.7443,-66.7443,2.95,,,,,,0.21,0.039,-0.036,,,,F8,6272.0,1.529,1.126,-0.27,4.9,4.53,240.726
KOI-55 c,KOI-55,0.342887,1.3e-05,-1.3e-05,0.0076,0.867,,,0.655,,,5.52,,,,,,,,,,,,B,27730.0,0.203,0.496,-0.106,,,1231.02
Ross 458 c,Ross 458,,,,1100.0,14.01125,,,1906.98,,,3.81,,,,,,,,,,,,M2,3965.42,0.562566,0.556419,,0.5,,11.5094
Kepler-38 b,Kepler-38,105.599,0.038,-0.053,0.4632,4.3,0.11,-0.11,122.0,,,,,,475.0,,,0.032,,,,,,G4 V,5623.0,1.752,0.941,-0.11,10.0,2.4,1174.59
Kepler-30 d,Kepler-30,143.34394,0.00858,-0.00858,0.5,8.8,0.5,-0.5,23.1,2.7,-2.7,0.19,0.02,-0.02,308.0,,,0.022,0.005,-0.005,1.962,0.151,-0.139,,5498.0,0.95,0.99,0.18,2.0,1.94,914.221
ROXs 42 B b,ROXs 42 B,,,,157.0,12.5,,,2860.0,953.0,-953.0,8.05,,,1975.0,25.0,-25.0,0.58,,,,,,M0,3433.0,1.33658,1.0,,0.0027,,143.59
HD 27894 b,HD 27894,18.01939,0.00024,-0.00027,0.125,14.1,,,196.73578393,15.89142035,-15.89142035,0.386,,,,,,0.047,0.012,-0.011,,,,K2 V,4875.0,0.891767,0.81,0.3,3.9,1.5,43.8214
Kepler-50 c,Kepler-50,9.37647,4e-05,-4e-05,0.087,2.17,0.07,-0.08,8.2,,,9.249213,9.41365,-9.41365,1125.0,,,0.0,,,388.444,8.931,-8.758,,6225.0,1.58,1.24,0.03,3.8,,250.11
HD 233604 b,HD 233604,192.0,0.22,-0.22,0.747,12.7,,,2089.644,,,5.61,,,,,,0.05,0.03,-0.03,,,,K5,4791.0,10.9,1.5,-0.36,2.4,2.0,847.058
WD 0806-661 b,WD 0806-661,,,,2500.0,12.6,,,2542.627256,635.656814,-635.656814,6.98,,,340.0,10.0,-10.0,,,,,,,DQ,9552.0,,0.62,,2.1,,19.2444
Kepler-63 b,Kepler-63,9.4341505,1e-06,-1e-06,0.08,6.11,0.2,-0.2,120.0,,,3.0,,,791.0,,,0.45,,,100.371,2.273,-2.234,G5,5576.0,0.901,0.984,0.05,0.21,5.6,194.033
Kepler-77 b,Kepler-77,3.57878087,2.3e-07,-2.3e-07,0.04501,10.761,0.179,-0.179,136.661,10.17,-10.17,0.603,0.055,-0.055,1440.0,100.0,-120.0,0.0,,,432.871,12.054,-11.717,G5 V,5520.0,0.99,0.95,0.2,7.5,1.5,639.411
HAT-P-44 c,HAT-P-44,872.2,1.7,-1.7,1.752,13.0,,,1271.3,444.9,-254.3,3.18,,,,,,0.494,0.081,-0.081,,,,,5295.0,0.949,0.942,0.33,7.5,0.2,347.85
HATS-5 b,HATS-5,4.763387,1e-05,-1e-05,0.0542,10.223,0.28,-0.28,75.323,3.814,-3.914,0.39,0.04,-0.04,1025.0,17.0,-17.0,0.019,0.019,-0.019,183.2395,,,G,5304.0,0.871,0.936,0.19,3.6,0.8,246.384
HD 10180 d,HD 10180,16.357,0.0038,-0.0038,0.12859,,,,3295.88058059,,,,,,,,,0.131,0.052,-0.052,,,,G1 V,5911.0,1.109,1.06,0.08,4.3,3.0,38.9607
WTS-1 b,WTS-1,3.352057,1.3e-05,-1.5e-05,0.047,16.7,1.79,-2.02,1274.44,111.24,-111.24,1.61,0.56,-0.56,1500.0,100.0,-100.0,0.1,,,,,,F6 V,6250.0,1.15,1.2,-0.5,2.55,7.0,2346.01
HD 11506 d,HD 11506,26500.0,300.0,-300.0,18.2,12.3,,,4068.2036096,190.6970442,-158.9142035,12.0,,,,,,0.29,0.02,-0.03,,,,G0 V,6123.0,1.24,1.22,0.3,2.5,5.5,51.261
CoRoT-26 b,CoRoT-26,4.20474,5e-05,-5e-05,0.0526,14.12,1.46,-0.78,165.26,15.89,-15.89,0.28,0.09,-0.07,1600.0,80.0,-70.0,0.0,,,,,,G5,5590.0,1.79,1.09,0.01,8.6,2.0,1045.18
CoRoT-25 b,CoRoT-25,4.86069,6e-05,-6e-05,0.0578,12.11,3.4,-1.12,85.81,12.71,-12.71,0.15,0.15,-0.06,1330.0,80.0,-40.0,0.0,,,,,,F9,6040.0,1.19,1.09,-0.01,4.5,4.3,1103.48
Kepler-186 b,Kepler-186,3.8867907,6.2e-06,-6.3e-06,0.0343,1.07,0.12,-0.12,1.24,,,5.56,,,571.0,,,0.0,,,37.372,3.802,-3.484,M1,3788.0,0.472,0.478,-0.28,4.0,,177.594
91 Aqr b,91 Aqr,181.4,0.1,-0.1,0.7,13.1,,,1017.0,,,2.49,,,,,,0.027,0.026,-0.026,,,,K0 III,4665.0,11.0,1.4,-0.03,3.56,3.9,44.0304
GJ 163 b,GJ 163,8.63182,0.00155,-0.00155,0.0607,3.25,,,10.6,0.6,-0.6,1.7,,,,,,0.073,0.05,-0.05,,,,M,3500.0,0.409738,0.4,0.1,6.0,,15.1285
Kepler-27 c,Kepler-27,31.3309,,,0.191,4.9,,,4385.87,,,,,,481.0,,,0.0,,,11.067,1.125,-1.007,,5400.0,0.59,0.65,0.41,1.62,0.6,1044.36
Kepler-27 b,Kepler-27,15.3348,,,0.118,4.0,,,2895.31,,,,,,610.0,,,0.0,,,28.681,2.915,-2.609,,5400.0,0.59,0.65,0.41,1.62,0.6,1044.36
HD 215497 c,HD 215497,566.0,4.0,-4.0,1.31,13.0,,,111.23994245,6.35656814,-6.35656814,0.278,,,,,,0.47,0.03,-0.04,,,,K3 V,5113.0,0.85,0.92,0.23,5.8,1.67,40.5468
BD-06 1339 b,BD-06 1339,3.8728,0.0004,-0.0004,0.0428,,,,1523.03372634,,,,,,,,,0.0,,,,,,K7/M0 V,4324.0,0.686355,0.7,-0.14,4.4,0.57,20.2695
Kepler-186 d,Kepler-186,13.342996,2.5e-05,-2.4e-05,0.0781,1.4,0.16,-0.16,2.54,,,5.09,,,379.0,,,0.0,,,7.204,0.733,-0.672,M1,3788.0,0.472,0.478,-0.28,4.0,,177.594
Kepler-11 d,Kepler-11,22.6845,0.0009,-0.0009,0.155,3.12,0.06,-0.07,7.3,0.8,-1.5,1.28,0.14,-0.27,653.0,,,0.004,0.007,-0.002,51.115,1.456,-1.405,,5663.0,1.065,0.961,0.05,8.5,0.4,646.346
Kepler-11 b,Kepler-11,10.3039,0.0006,-0.001,0.091,1.8,0.03,-0.05,1.9,1.4,-1.0,1.72,1.25,-0.91,849.0,,,0.045,0.068,-0.042,146.36,4.168,-4.023,,5663.0,1.065,0.961,0.05,8.5,0.4,646.346
Kepler-31 c,Kepler-31,42.6318,0.0005,-0.0005,0.26,5.3,1.1,-1.1,1493.7,,,0.73,0.13,-0.25,615.0,,,0.0,,,35.254,3.325,-2.995,,6340.0,1.22,1.21,-0.076,0.28,,1664.64
Kepler-32 c,Kepler-32,8.7522,0.0003,-0.0003,0.09,2.0,0.2,-0.2,158.9,,,0.33,0.17,-0.13,451.0,,,0.0,,,10.68,1.16,-0.61,M1 V,3900.0,0.53,0.58,0.0,5.6,,323.847
Kepler-1735 b,Kepler-1735,7.71792984,,,0.0621,1.19429134,,,1.84,,,5.94,,,502.0,,,0.0,,,15.01,3.53,-3.2,,3975.0,0.509,0.535,-0.34,8.17,,245.303
HD 66141 b,HD 66141,480.5,0.5,-0.5,1.2,12.8,,,1906.9,95.3,-95.3,5.0,,,,,,0.07,0.03,-0.03,,,,K2 III,4323.0,21.4,1.1,-0.323,6.84,4.7,68.1509
HD 208527 b,HD 208527,875.5,5.8,-5.8,2.1,12.5,,,3146.4,540.3,-540.3,8.85,,,,,,0.08,0.04,-0.04,,,,M1 III,4035.0,51.1,1.6,-0.09,2.0,3.6,312.202
MOA-bin-1L b,MOA-bin-1L,,,,8.3,13.0,,,1200.0,670.0,-670.0,3.0,,,,,,,,,,,,,,,0.75,,,,5100.0
GU Psc b,GU Psc,,,,2000.0,14.179,1.289,-1.289,3591.3,540.3,-540.3,6.92,,,1050.0,50.0,-50.0,,,,,,,M3,4031.81,0.450458,0.325,0.1,0.1,23.0,47.5501
GJ 163 c,GJ 163,25.63058,0.0255,-0.0255,0.1254,2.5,,,6.8,0.9,-0.9,2.39,,,,,,0.099,0.086,-0.086,,,,M,3500.0,0.409738,0.4,0.1,6.0,,15.1285
GJ 163 d,GJ 163,603.95116,7.55862,-7.55862,1.0304,5.92,,,29.4,2.9,-2.9,0.779,,,,,,0.373,0.077,-0.077,,,,M,3500.0,0.409738,0.4,0.1,6.0,,15.1285
Kepler-32 d,Kepler-32,22.7802,0.0005,-0.0005,0.13,2.7,0.2,-0.2,39.9089,,,0.52,3.43,-0.5,328.0,,,0.0,,,3.631,0.373,-0.343,M1 V,3900.0,0.53,0.58,0.0,5.6,,323.847
Kepler-31 d,Kepler-31,87.6451,0.0014,-0.0014,0.4,3.9,0.8,-0.8,2161.244,,,0.077,0.144,-0.066,484.0,,,0.0,,,11.8,1.2,-1.2,,6340.0,1.22,1.21,-0.076,0.28,,1664.64
HAT-P-45 b,HAT-P-45,3.128992,2.1e-05,-2.1e-05,0.0452,15.984,1.962,-0.975,283.492,43.541,-31.464,0.38,0.09,-0.09,1652.0,90.0,-52.0,0.049,0.063,-0.063,1052.239,,,,6330.0,1.319,1.259,0.07,2.0,9.3,298.64
HAT-P-44 b,HAT-P-44,4.301219,1.9e-05,-1.9e-05,0.0507,13.922,1.188,-0.572,111.871,9.217,-9.217,0.23,0.04,-0.04,1108.0,51.0,-32.0,0.044,0.052,-0.052,185.119,,,,5295.0,0.949,0.942,0.33,7.5,0.2,347.85
MOA-2010-BLG-073L b,MOA-2010-BLG-073L,,,,1.21,12.4,,,3500.0,640.0,-640.0,10.1,,,,,,,,,,,,,,,0.16,,,,2800.0
HAT-P-27 b,HAT-P-27,3.039577,5e-06,-6e-06,0.04,11.43,0.78,-0.67,197.05,9.53,-9.53,0.76,0.17,-0.13,1091.99,,,0.0,,,336.0384,,,G8,5316.0,0.864673,0.916,0.3,4.4,0.4,199.173
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,246.36,1.38,-1.35,0.36,11.9,,,9057.77,603.85,-603.85,29.5,,,,,,0.345,0.068,-0.064,,,,L1.5,,,0.075,,1.0,,20.77
HIP 63242 b,HIP 63242,124.6,,,0.565,12.5,,,2917.56,,,8.21,,,,,,0.23,,,,,,G8,4830.0,10.275655,1.54,-0.31,,3.7,156.456
Kepler-31 b,Kepler-31,20.8613,0.0002,-0.0002,0.16,5.5,1.1,-1.1,36.7418,,,0.78,0.25,-0.36,781.0,,,0.0,,,91.474,8.627,-7.772,,6340.0,1.22,1.21,-0.076,0.28,,1664.64
Kepler-32 f,Kepler-32,0.74296,7e-05,-7e-05,0.013,0.82,0.07,-0.07,969.228,,,1.5,33.7,-1.6,1026.0,,,0.0,,,349.645,35.879,-33.046,M1 V,3900.0,0.53,0.58,0.0,5.6,,323.847
HD 66428 c,HD 66428,10478.84437,3362.50248,-1953.18727,9.408,13.5,,,560.64930995,1081.88789743,-13.03096469,1.25,,,,,,0.207,0.097,-0.098,,,,G8 IV (+ G),5716.0,1.13,1.01,0.23,3.515,0.0,53.2817
Kepler-424 c,Kepler-424,223.3,2.1,-2.1,0.73,12.7,,,2215.18,197.05,-197.05,5.94,,,,,,,,,,,,,5460.0,0.94,1.01,0.44,4.9,0.5,698.646
KMT-2023-BLG-1896L b,KMT-2023-BLG-1896L,,,,2.86,4.19,,,16.35,9.81,-8.44,1.22,,,,,,,,,,,,K6 V,,,0.72,,,,5490.0
HD 190984 b,HD 190984,4885.0,1600.0,-1600.0,5.5,13.0,,,1137.82569706,381.3940884,-143.02278315,2.85,,,,,,0.57,0.1,-0.1,,,,F8 V,5988.0,1.53,0.91,-0.48,,3.4,148.187
Kepler-134 c,Kepler-134,10.105785,5.3e-05,-5.3e-05,0.092,1.26,0.25,-0.25,2.13,,,5.85,,,892.0,,,0.0,,,128.086,2.897,-2.849,,5983.0,1.176,0.956,-0.2067,3.55,,334.797
Kepler-210 b,Kepler-210,2.453234,1e-06,-1e-06,0.032,2.94,0.21,-0.21,8.96,,,1.94,,,737.0,,,0.0,,,122.139,12.361,-11.355,M0 V,4559.0,0.65,0.77,0.2772,1.78,,232.75
Kepler-422 b,Kepler-422,7.8914483,5e-07,-5.1e-07,0.082,12.89,1.23,-1.23,136.66,41.32,-41.32,0.38,0.11,-0.11,1028.0,,,0.0,,,264.983,5.551,-5.443,,5972.0,1.24,1.15,0.23,3.4,2.2,722.795
Kepler-426 b,Kepler-426,3.21751883,1.9e-07,-1.9e-07,0.0414,12.22,0.34,-0.34,108.06,25.43,-25.43,0.26,0.06,-0.06,1300.0,20.0,-20.0,0.18,,,410.723,18.58,-17.686,G1 V,5725.0,0.92,0.91,-0.21,6.0,3.0,843.695
